Standard_Number,Description,Label,Catalog,Edition_Date,Type
2032,Subject for Plumbing Products Classified in Accordance with International Publications,Ed. 1,UL,"February 23, 1999",
2034,Standard for Single and Multiple Station Carbon Monoxide Alarms,Ed. 4,UL,"March 31, 2017",ulstd
2039,Flexible Connector Piping for Fuels,Ed. 1,UL,"May 06, 2016",ulstd
2040,Standard for Folding Rollaway Tables,Ed. 2,UL,"February 11, 2015",ulstd
2043,Standard for Fire Test for Heat and Visible Smoke Release for Discrete Products and Their Accessories Installed in Air-Handling Spaces,Ed. 4,UL,"October 02, 2013",ulstd
2044,Standard for Commercial Closed-Circuit Television Equipment,Ed. 4,UL,"June 28, 2019",ulstd
2049,RESIDENTIAL PIPE HEATING CABLE,Ed. 4,UL,"June 21, 2006",outline
2050,National Industrial Security Systems,Ed. 5,UL,"November 05, 2010",ulstd
2054,Household and Commercial Batteries,Ed. 3,UL,"November 17, 2021",ulstd
2056,Outline of Investigation for Safety of Lithium-ion Power Banks,Ed. 3,UL,"August 20, 2020",outline
2058,HIGH-SECURITY ELECTRONIC LOCKS,Ed. 1,UL,"March 31, 2005",outline
2061,Standard for Adapters and Cylinder Connection Devices for Portable LP-Gas Cylinder Assemblies,Ed. 3,UL,"July 30, 2015",ulstd
2062,ENCLOSURES FOR USE IN HAZARDOUS (CLASSIFIED) LOCATIONS,Ed. 2,UL,"December 04, 2006",outline
2069,Outline for Battery Holders,Ed. 2,UL,"October 09, 2001",outline
2075,Standard for Gas and Vapor Detectors and Sensors,Ed. 2,UL,"March 05, 2013",ulstd
2075A,CO Gas Test Kit for Gas and Vapor Detectors and Sensors,Ed. 1,UL,"September 04, 2008",outline
2079,Standard for Tests for Fire Resistance of Building Joint Systems,Ed. 3,UL,"July 23, 2004",
2079,Standard for Tests for Fire Resistance of Building Joint Systems,Ed. 5,UL,"August 26, 2015",ulstd
2080,Standard for Fire Resistant Tanks for Flammable and Combustible Liquids,Ed. 1,UL,"March 14, 2000",ulstd
2085,Standard for Protected Aboveground Tanks for Flammable and Combustible Liquids,Ed. 2,UL,"December 30, 1997",ulstd
2089,Standard for Vehicle Battery Adapters,Ed. 3,UL,"November 22, 2011",ulstd
2092,Subject for Pre-Engineered Wet-Chemical Extinguishing System Units,Ed. 1,UL,"August 21, 1998",
2096,Standard for Commercial/Industrial Gas and/or Oil-Burning Assemblies With Emission Reduction Equipment,Ed. 3,UL,"October 27, 2006",ulstd
2097,Reference Standard for Double Insulation Systems for Use in Electronic Equipment,Ed. 4,UL,"December 28, 2006",ulstd
2106,Standard for Field Erected Boiler Assemblies,Ed. 2,UL,"April 18, 2006",ulstd
2108,Standard for Low Voltage Lighting Systems,Ed. 2,UL,"December 07, 2015",ulstd
2111,Standard for Overheating Protection for Motors,Ed. 1,UL,"March 28, 1997",ulstd
2112,Subject for Venting Systems for Use with Gas-Fired Vent Appliances,Ed. 1,UL,"June 03, 2009",outline
2115,Processed Solid-Fuel Firelogs and Firestarters / Norme sur les bûches et les allume-feu préfabriqués en combustible solide,Ed. 4,UL,"November 07, 2017",ululcanada
2115,Processed Solid-Fuel Firelogs and Firestarters / ANSI/CAN/UL/ULC Processed Solid-Fuel Firelogs and Firestarters,Ed. 4,ULC,"November 07, 2017",ululcanada
2127,Inert Gas Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à gaz inerte,Ed. 3,UL,"May 09, 2017",ulcanada
2127,Inert Gas Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à gaz inerte,Ed. 3,ULC,"May 09, 2017",ulstd
2129,Halocarbon Clean Agent Fire Extinguishers,Ed. 3,UL,"January 05, 2017",ululc
2133,Outline of Investigation for Compressed Gas Cylinder Safety Caps,Ed. 1,UL,"October 16, 2013",outline
2152,ANSI/CAN/UL/ULC Special Purpose Nonmetallic Containers and Tanks for Specific Combustible or Noncombustible Liquids / Conteneurs et réservoirs non métalliques à usage spécial pour liquides combustibles ou non combustibles spécifiques,Ed. 1,UL,"January 26, 2021",ululc
2152,Special Purpose Nonmetallic Containers and Tanks for Specific Combustible or Noncombustible Liquids / Conteneurs et réservoirs non métalliques à usage spécial pour liquides combustibles ou non combustibles spécifiques,Ed. 1,ULC,"January 26, 2021",ulc
2157,Electric Clothes Washing Machines and Extractors,Ed. 3,UL,"November 02, 2015",ulcsa
2157,Electric Clothes Washing Machines and Extractors,Ed. 4,UL,"May 28, 2018",ulcsa
2158,Electric Clothes Dryers,Ed. 5,UL,"April 06, 2018",ulcsa
2158,Electric Clothes Dryers,Ed. 6,UL,"July 30, 2021",ulcsa
2158A,Standard for Clothes Dryer Transition Duct,Ed. 1,UL,"December 11, 2013",ulstd
2161,Standard for Neon Transformers and Power Supplies,Ed. 2,UL,"April 06, 2016",ulstd
2162,Commercial Wood-Fired Baking Ovens - Refractory Type,Ed. 1,UL,"May 23, 2014",ulstd
2162,COMMERCIAL WOOD-FIRED BAKING OVENS - REFRACTORY TYPE,Ed. 1,ULC,"June 01, 2013",ord
2166,Halocarbon Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à l'halocarbure,Ed. 3,UL,"May 10, 2017",ulcanada
2166,Halocarbon Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à l'halocarbure,Ed. 3,ULC,"May 10, 2017",ulc
2166P,Outline of Investigation for Plastic Pipe and Fitting Assemblies used as Self-Contained Automatic Extinguisher Units for Total Flooding Applications,Ed. 2,UL,"June 21, 2018",outline
2167,Water Mist Nozzles for Fire Protection Service,Ed. 2,UL,"March 09, 2021",ulstd
2178,Outline for Marking and Coding Equipment,Ed. 2,UL,"April 10, 2020",outline
2182,Standard for Refrigerants,Ed. 2,UL,"April 21, 2006",ulstd
2185,Subject for Modular Scaffold Stage Platforms and Modular Suspended Work Platforms,Ed. 1,UL,"August 11, 1999",
2196,Standard for Tests for Fire Resistive Cables,Ed. 2,UL,"August 29, 2017",ululc
2200,Standard for Stationary Engine Generator Assemblies,Ed. 2,UL,"June 01, 2012",ulstd
2200,ANSI/CAN/UL/ULC Stationary Engine Generator Assemblies / Groupes électrogènes stationnaires,Ed. 3,UL,"September 29, 2020",ulstd
2200,Stationary Engine Generator Assemblies / Groupes électrogènes stationnaires,Ed. 3,ULC,"September 29, 2020",canulc
2200A,Outline of Investigation for Fire Containment Testing of Stationary Engine Generator Enclosures,Ed. 1,UL,"May 31, 2019",outline
2201,Standard for Carbon Monoxide (CO) Emission Rate of Portable Generators,Ed. 2,UL,"January 09, 2018",ulstd
2202,DC Charging Equipment for Electric Vehicles,Ed. 3,UL,"December 15, 2022",ulcsance
2208,Standard for Solvent Distillation Units,Ed. 3,UL,"July 08, 2010",ulstd
2215,Outline of Investigation for Oil/Water Separators,Ed. 3,UL,"October 31, 2019",outline
2218,Standard for Impact Resistance of Prepared Roof Covering Materials,Ed. 2,UL,"January 25, 2010",ulstd
2218A,Impact Resistance of Roofing Systems,Ed. 1,UL,"August 02, 2019",ulstd
2221,Standard for Tests of Fire Resistive Grease Duct Enclosure Assemblies,Ed. 2,UL,"August 13, 2010",ulstd
2225,Standard for Cables and Cable-Fittings For Use In Hazardous (Classified) Locations,Ed. 4,UL,"September 30, 2013",ulstd
2227,Standard for Overfilling Prevention Devices,Ed. 2,UL,"February 16, 2007",ulstd
2231-1,Standard for Personnel Protection Systems for Electric Vehicle (EV) Supply Circuits; Part 1: General Requirements,Ed. 2,UL,"September 07, 2012",ulcsance
2231-2,Standard for Personnel Protection Systems for Electric Vehicle (EV) Supply Circuits: Particular Requirements for Protection Devices for Use in Charging Systems,Ed. 2,UL,"September 07, 2012",ulcsance
2237,Multi-Point Interconnection Power Cable Assemblies for Industrial Machinery,Ed. 1,UL,"April 16, 2019",ulstd
2238,Standard for Cable Assemblies and Fittings for Industrial Control and Signal Distribution,Ed. 3,UL,"October 02, 2018",ulstd
2239,"Hardware for the Support of Conduit, Tubing, and Cable",Ed. 2,UL,"February 20, 2015",ulcsa
2245,Standard for Below-Grade Vaults for Flammable Liquid Storage Tanks,Ed. 2,UL,"December 28, 2006",ulstd
2247,Subject for Hygiene Equipment for Use in Meat and Poultry Plants,Ed. 1,UL,"September 30, 1998",
2248,"Subject for Marina Fuel Storage, Piping, and Dispensing Systems",Ed. 1,UL,"May 14, 2002",
2249,Outline of Investigation for Hydrogen Fuel Dispensing Systems,Ed. 2,UL,"March 06, 2020",
2250,Standard for Instrumentation Tray Cable,Ed. 3,UL,"March 30, 2017",ulstd
2251,"Standard for Plugs, Receptacles, and Couplers for Electric Vehicles",Ed. 4,UL,"November 20, 2017",ulcsance
2255,Receptacle Closures,Ed. 3,UL,"May 17, 2021",ulstd
2256,Nonmetallic Sheathed Cable Interconnects,Ed. 1,UL,"June 29, 2001",outline
2257,IDENTIFICATION TESTS FOR JACKET AND INSULATION MATERIALS USED IN PLENUM CABLES,Ed. 1,UL,"December 13, 2005",outline
2258,ANSI/CAN/UL/ULC Standard for Aboveground Nonmetallic Tanks for Fuel Oil and Other Combustible Liquids / Norme sur les réservoirs non métalliques hors sol pour le mazout et autres liquides combustibles,Ed. 1,UL,"May 17, 2018",ulstd
2258,ANSI/CAN/UL/ULC Standard for Aboveground Nonmetallic Tanks for Fuel Oil and Other Combustible Liquids / ANSI/CAN/UL/ULC Norme sur les réservoirs non métalliques hors sol pour le mazout et autres liquides combustibles,Ed. 1,ULC,"May 17, 2018",ulstd
2261,Subject for Network-Powered Broadband Communications Cable,Ed. 1,UL,"August 07, 2003",
2261,CABLES FOR NETWORK-POWERED BROADBAND COMMUNICATIONS SYSTEMS,Ed. 2,UL,"July 15, 2005",outline
2262,Fuel Cell Modules for Use in Portable and Stationary Equipment,Ed. 2,UL,"August 20, 2012",outline
2263,Electric Vehicle Cable,Ed. 1,UL,"May 09, 2022",ulcsance
2264,Subject 2264 Gaseous Hydrogen Generation Appliances,Ed. 1,UL,"July 05, 2012",
2264A,Outline of Investigation for Water Electrolysis Type Hydrogen Generators,Ed. 2,UL,"December 02, 2021",outline
2265,Subject 2265 - Fuel Cell Power Units and Fuel Storage Containers for Portable Devices,Ed. 1,UL,"July 05, 2012",
2266,"Subject 2266 Subject 2266 Electromagnetic Compatibility, Electrical Safety, and Physical Protection of Stationary and Portable Fuel Cell Power Systems for Use with Commercial Network Telecommunications Equipment",Ed. 1,UL,"December 20, 2004",
2267,Standard for Fuel Cell Power Systems for Installation in Industrial Electric Trucks,Ed. 3,UL,"March 26, 2020",ulstd
2269,Outline of Investigation for Optical Fiber / Communications / Signaling / Coaxial Cable Outlet Boxes,Ed. 3,UL,"June 03, 2021",outline
2271,ANSI/CAN/UL/ULC Standard for Batteries for Use In Light Electric Vehicle (LEV) Applications / Norme sur les batteries électriques pour véhicules électriques légers,Ed. 2,UL,"September 07, 2018",ulstd
2271,Batteries for Use in Light Electric Vehicle (LEV) Applications / Norme sur les batteries électriques pour véhicules électriques légers,Ed. 2,ULC,"September 07, 2018",canulc
2272,ANSI/CAN/UL Standard for Electrical Systems for Personal E-Mobility Devices / Systèmes électriques pour les appareils de mobilité personnelle,Ed. 1,UL,"November 21, 2016",ulstd
2272-O,"Other Recognized Document for Electrical Systems for Self-Balancing
Scooters",Ed. 1,UL,"June 03, 2016",
2273,Festoon Cable,Ed. 2,UL,"September 12, 2019",outline
2276,Outline of Investigation for Recreational Vehicle Cable,Ed. 5,UL,"May 07, 2021",outline
2277,Flexible Motor Supply Cable and Wind Turbine Tray Cable,Ed. 3,UL,"August 16, 2010",outline
2277,Flexible Motor Supply Cable and Wind Turbine Tray Cable,Ed. 4,UL,"May 11, 2018",outline
2282,Environmental Claim Validation Procedure (ECVP) for Resistance to Microbial Growth,Ed. 3,UL Environment,"December 14, 2021",ule
2283,Environmental Claim Validation Procedure (ECVP) for Resistance to Fungal Growth,Ed. 1,UL Environment,"September 18, 2017",ule
2305,"Standard for Exhibition Display Units, Fabrication and Installation",Ed. 1,UL,"February 09, 2001",ulstd
2311,Subject for Plumbing Fixtures,Ed. 1,UL,"September 01, 1998",
2312,Subject for Transit System Equipment,Ed. 1,UL,"January 29, 1999",
2316,Subject 2316 Internal Combustion Engine-Powered Industrial/Commercial Floor Cleaning Machines,Ed. 1,UL,"August 28, 2003",
2317,Subject for Electric-Battery-Powered Cleaning Machines,Ed. 1,UL,"October 10, 2002",
2325,Subject for Solid-State Light Emitting Components,Ed. 1,UL,"May 08, 1998",
2329,Outline for Personnel Electrostatic Control Devices,Ed. 1,UL,"November 23, 1999",outline
2333,Standard for Infrared Thermometers,Ed. 3,UL,"May 31, 2016",ulstd
2335,Standard for Fire Tests of Storage Pallets,Ed. 2,UL,"July 28, 2010",ulstd
2344,Standard for Material Lifts,Ed. 2,UL,"April 14, 2010",ulstd
2351,Standard for Spray Nozzles for Fire-Protection Service,Ed. 1,UL,"January 03, 2003",
2351,Standard for Spray Nozzles for Fire-Protection Service,Ed. 2,UL,"June 04, 2004",ulstd
2351,Spray Nozzles for Fire-Protection Service,Ed. 1,ULC,"November 01, 2003",
2351A,Outline of Investigation for Nozzle Adaptors with Integral Filter for Fire Protection Service,Ed. 1,UL,"July 24, 2017",outline
2353,Standard for Safety for Single- and Multi-Layer Insulated Winding Wire,Ed. 3,UL,"October 10, 2016",ulstd
2358,Outline of Investigation for Fire Tests of Pre-Lit Artificial Seasonal Use Trees and Other Seasonal Decorative Items,Ed. 2,UL,"August 28, 2013",outline
2360,Standard for Test Methods for Determining the Combustibility Characteristics of Plastics Used in Semi-Conductor Tool Construction,Ed. 1,UL,"May 10, 2000",ulstd
2361,CUSTOM-BUILT KIOSKS,Ed. 2,UL,"March 01, 2011",outline
2367,Solid State Overcurrent Protectors,Ed. 2,UL,"April 19, 2021",ulstd
2368,Standard for Fire Exposure Testing of Intermediate Bulk Containers for Flammable and Combustible Liquids,Ed. 2,UL,"January 31, 2012",ulstd
2375,Outline for Hip and Ridge Shingles,Ed. 1,UL,"September 08, 2008",
2375,HIP AND RIDGE SHINGLES,Ed. 2,UL,"December 15, 2006",outline
2388,Standard for Flexible Lighting Products,Ed. 2,UL,"May 03, 2017",ulstd
2391,EQUIPMENT WITH REMOTE FEEDING TELECOMMUNICATION CIRCUITS INTENDED FOR BACKWARDS COMPATIBILITY IN LEGACY TELECOMMUNICATION EQUIPMENT,Ed. 2,UL,"September 06, 2002",outline
2391,Equipment with Remote Feeding Telecommunication Circuits Intended for Backwards Compatibility in Legacy Telecommunication Equipment,Ed. 1,UL,"May 09, 2003",
2395,Standard for Adhesives for Use in Heating and Cooling Appliances to Secure Thermal Insulation,Ed. 1,UL,"December 27, 2002",ulstd
2404,Outline of Investigation for Active and Passive Optical Cable Assemblies and Connectors,Ed. 1,UL,"October 11, 2022",outline
2405,Subject for Aboveground Secondarily-Contained Piping for Flammable Liquids,Ed. 1,UL,"December 08, 2003",
2416,"Audio/Video, Information and Communication Technology Equipment Cabinet, Enclosure and Rack Systems",Ed. 1,UL,"March 11, 2015",ulstd
2419,ELECTRICALLY CONDUCTIVE CORROSION RESISTANT COMPOUNDS,Ed. 1,UL,"May 07, 2004",outline
2420,Standard for Belowground Reinforced Thermosetting Resin Conduit (RTRC) and Fittings,Ed. 1,UL,"July 30, 2009",ulcsa
2422,ULTRAVIOLET CURING EQUIPMENT FOR COMMERCIAL USE,Ed. 2,UL,"May 31, 2006",outline
2431,Durability of Fire Resistive Coatings and Materials,Ed. 2,UL,"October 15, 2014",ulstd
2432,DRY SYSTEM WATER DELIVERY TIME CALCULATION PROGRAMS,Ed. 2,UL,"October 12, 2005",outline
2436,Outline of Investigation for Spill Containment for Stationary Acid and Alkaline Electrolyte Battery Systems,Ed. 2,UL,"April 03, 2020",outline
2438,Standard for Outdoor Seasonal-Use Cord-Connected Wiring Devices,Ed. 2,UL,"November 14, 2014",ulstd
2441,Outline for Component - Connector Housings,Ed. 1,UL,"October 03, 2003",outline
2442,Standard for Wall- and Ceiling-Mounts and Accessories,Ed. 2,UL,"June 18, 2019",ulstd
2443,Standard for Flexible Sprinkler Hose with Fittings for Fire Protection Service,Ed. 3,UL,"August 05, 2015",ulstd
2446,UNITARY BOILER ROOM SYSTEMS,Ed. 1,UL,"October 13, 2004",outline
2447,Subject 2447 Containment Sumps,Ed. 1,UL,"March 30, 2012",outline
2452,ELECTRIC SWIMMING POOL AND SPA COVER OPERATORS,Ed. 1,UL,"April 21, 2006",outline
2453,Prefabricated Wiring Assemblies Prefabricated Wiring Assemblies,Ed. 1,UL,"March 29, 2006",
2459,Insulated Multi-Pole Splicing Wire Connectors,Ed. 1,UL,"August 22, 2008",ulcsa
2460,Nonshielded Cable,Ed. 1,UL,"September 29, 2015",ulstd
2485,Environmental Claim Validation Procedure (ECVP) for Recyclability of Paper-Based Products,Ed. 1,UL Environment,"May 01, 2018",ule
2505,CEMENTITIOUS MATERIALS USED FOR RESURFACING SMOKE CHAMBER OF MASONRY FIREPLACES,Ed. 1,UL,"April 08, 2005",outline
2506,Refractory Panels For Masonry Fireplaces,Ed. 1,UL,"April 15, 2005",outline
2515,Aboveground Reinforced Thermosetting Resin Conduit (RTRC) and Fittings,Ed. 2,UL,"February 05, 2019",ulcsance
2515A,Standard for Supplemental Requirements for Extra Heavy Wall Reinforced Thermosetting Resin Conduit (RTRC) and Fittings,Ed. 1,UL,"November 21, 2011",ulstd
2518,Air Dispersion Systems,Ed. 1,UL,"July 12, 2016",ulstd
2523,"Solid Fuel-Fired Hydronic Heating Appliances, Water Heaters and Boilers",Ed. 1,UL,"December 22, 2009",ulstd
2524,ANSI/CAN/UL Standard for In-building 2-Way Emergency Radio Communication Enhancement Systems / Norme de sécurité pour les systèmes d'amélioration de la radiocommunication bidirectionnelle intérieure d'urgence,Ed. 2,UL,"January 09, 2019",ulstd
2524A,Outline of Investigation for In-Building Auxiliary Radio Communication Systems,Ed. 1,UL,"June 13, 2018",outline
2525,Two-Way Emergency Communications Systems for Rescue Assistance,Ed. 1,UL,"June 12, 2020",ulstd
2556,Wire and Cable Test Methods,Ed. 5,UL,"April 30, 2021",ulcsance
2557,Membrane Switches,Ed. 1,UL,"December 04, 2020",ulstd
2558,Cable Management Systems - Cable Ties for Electrical Installations (62275),Ed. 1,UL,"October 09, 2009",
2560,Subject 2560 Emergency Call Systems for Assisted Living and Independent Living Facilities,Ed. 1,UL,"September 13, 2011",ulstd
2561,Standard for 1400 Degree Fahrenheit Factory-Built Chimneys,Ed. 2,UL,"January 22, 2016",ulstd
2562,Outline for Pendant Cable,Ed. 2,UL,"August 14, 2015",outline
2563,HEAT RESISTANT WIRE,Ed. 1,UL,"August 14, 2007",outline
2565,Industrial Metalworking and Woodworking Machine Tools,Ed. 1,UL,"May 01, 2013",ulstd
2571,"IRRIGATION FEEDER, CONTROL, AND SIGNAL CABLES",Ed. 1,UL,"December 05, 2007",outline
2572,Standard for Mass Notification Systems,Ed. 2,UL,"March 28, 2016",ulstd
2573,"Outline of Investigation for Automatic Air Release, Air/Vacuum and Combination Air Valves for Fire Protection Service",Ed. 2,UL,"August 14, 2017",outline
